id,host id,host_identity_verified,host name,neighbourhood group,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,review rate number,calculated host listings count,availability 365
2085501,64752082564,unconfirmed,Sergio,Manhattan,FALSE,strict,Private room,2003,"$1,181 ",$236 ,1,4,6/26/2019,2,5,256
2086053,10961724713,verified,Tara,Brooklyn,TRUE,flexible,Entire home/apt,2011,$437 ,$87 ,3,31,9/27/2015,5,1,41
2086606,25902813650,verified,Ally,Manhattan,FALSE,flexible,Entire home/apt,2006,$619 ,$124 ,2,82,06/08/2019,3,3,218
2087158,65735784853,verified,Douglas,Bronx,FALSE,strict,Private room,2003,$364 ,$73 ,2,291,6/20/2019,3,1,-9
2087710,79076224377,verified,Erica,Brooklyn,TRUE,flexible,Entire home/apt,2016,$748 ,$150 ,2,22,10/27/2018,2,1,189
2088262,62258260570,verified,Aaron,Manhattan,FALSE,strict,Private room,2008,$104 ,$21 ,1,58,07/02/2019,5,2,8
2088815,31768984265,verified,Judith,Manhattan,FALSE,strict,Entire home/apt,2014,$240 ,$48 ,2,71,07/02/2019,4,1,132
2089367,77451362744,unconfirmed,James,Brooklyn,TRUE,moderate,Entire home/apt,2021,"$1,114 ",$223 ,29,86,09/01/2018,5,2,15
2089919,41522758333,unconfirmed,Claire,Brooklyn,TRUE,strict,Entire home/apt,2021,$468 ,$94 ,1,315,6/22/2019,5,1,423
2090472,40962001978,verified,Rachel...You Can Call Me Kaya :),Manhattan,TRUE,moderate,Private room,2013,$810 ,$162 ,2,3,5/31/2019,1,1,95
2091024,20454150270,verified,Nicole,Manhattan,TRUE,moderate,Private room,2009,$228 ,$46 ,4,77,5/25/2019,1,1,211
2091576,41802495183,unconfirmed,Chandle,Brooklyn,TRUE,moderate,Private room,2011,$766 ,$153 ,5,43,5/26/2019,5,2,186
2092129,22611428261,verified,George,Manhattan,FALSE,strict,Private room,2011,$450 ,$90 ,7,35,4/30/2019,3,1,282
2092681,55511603580,unconfirmed,Ben,Manhattan,FALSE,flexible,Private room,2012,$739 ,$148 ,3,68,07/05/2019,2,2,325
2093233,1123324540,unconfirmed,O.,Brooklyn,FALSE,strict,Private room,2012,"$1,079 ",$216 ,31,10,7/20/2018,2,3,55
2093785,49165557557,unconfirmed,Ines,Brooklyn,TRUE,flexible,Private room,2018,$482 ,$96 ,3,132,6/30/2019,2,3,100
2094338,24615256917,verified,Chiara,Brooklyn,TRUE,moderate,Entire home/apt,2018,$911 ,$182 ,30,1,7/19/2015,2,1,137
2094890,87299746976,verified,Ines,Brooklyn,TRUE,flexible,Private room,2008,"$1,172 ",$234 ,3,116,5/21/2019,1,3,88
2095442,92124756603,verified,Seth,Brooklyn,FALSE,strict,Private room,2006,$641 ,$128 ,10,7,05/02/2018,3,1,17
2095995,27061550741,unconfirmed,Nick,Manhattan,FALSE,moderate,Private room,2009,"$1,143 ",$229 ,2,2,12/08/2015,4,1,232
2096547,90186806355,unconfirmed,Jessica,Brooklyn,FALSE,moderate,Entire home/apt,2009,$105 ,$21 ,4,8,8/27/2018,1,1,240
2097099,56128750081,unconfirmed,Clare,Brooklyn,TRUE,strict,Entire home/apt,2008,"$1,082 ",$216 ,4,6,12/06/2017,2,1,219
2097652,5399601515,unconfirmed,Amal,Manhattan,FALSE,moderate,Private room,2006,$305 ,$61 ,30,0,,4,2,72
2098204,46258717133,verified,Carter,Manhattan,FALSE,strict,Private room,2012,$140 ,$28 ,1,0,,4,1,153
2098756,22549065872,verified,Maria,Brooklyn,TRUE,strict,Entire home/apt,2014,"$1,193 ",$239 ,2,20,5/19/2019,5,1,418
2099308,34489612365,verified,Becky,Brooklyn,TRUE,moderate,Entire home/apt,2014,$345 ,$69 ,4,125,06/11/2019,5,1,413
2099861,85001299326,unconfirmed,Alvin,Brooklyn,FALSE,strict,Private room,2016,$202 ,$40 ,2,22,6/30/2019,5,1,359
2100413,60194425311,verified,Joan,Brooklyn,TRUE,moderate,Entire home/apt,2018,$386 ,$77 ,3,154,07/01/2019,3,1,189
2100965,75560737034,verified,Michael,Brooklyn,FALSE,strict,Entire home/apt,2020,$255 ,$51 ,3,7,1/27/2019,4,1,157
2101518,66311517954,unconfirmed,Marise,Manhattan,FALSE,strict,Entire home/apt,2007,$379 ,$76 ,3,71,06/09/2019,3,1,23
2102070,32356203423,verified,Vivian,Manhattan,FALSE,flexible,Entire home/apt,2009,$579 ,$116 ,30,5,1/19/2019,5,1,357
2102622,81313736019,verified,Ines,Brooklyn,TRUE,moderate,Private room,2019,$627 ,$125 ,3,112,6/30/2019,1,3,50
2103175,51408612079,unconfirmed,Hoonju / Co Host: Jose,Brooklyn,FALSE,flexible,Entire home/apt,2010,$498 ,$100 ,3,36,6/16/2019,2,1,351
2103727,67295829541,unconfirmed,Alana,Brooklyn,FALSE,strict,Entire home/apt,2012,$625 ,$125 ,4,4,10/25/2018,5,2,122
2104279,34062443023,verified,Rochelle,Manhattan,FALSE,strict,Entire home/apt,2003,$603 ,$121 ,2,21,01/02/2019,1,1,70
2104831,35216669351,verified,Jeremy,Brooklyn,TRUE,flexible,Private room,2011,$560 ,$112 ,1,109,06/04/2019,4,1,41
2105384,25842560994,verified,Nikki,Brooklyn,TRUE,moderate,Private room,2008,"$1,074 ",$215 ,2,37,05/04/2019,3,2,379
2105936,26240569057,unconfirmed,Jake,Brooklyn,TRUE,moderate,Entire home/apt,2009,$683 ,$137 ,6,78,12/28/2018,1,1,105
2106488,73987793552,unconfirmed,Idan,Manhattan,TRUE,moderate,Private room,2015,$73 ,$15 ,3,213,6/24/2019,2,1,370
2107041,16398194247,unconfirmed,Vivian,Brooklyn,TRUE,moderate,Shared room,2010,"$1,059 ",$212 ,3,15,9/16/2017,1,1,208
2107593,34917433022,unconfirmed,Autumn,Brooklyn,FALSE,strict,Private room,2007,$988 ,$198 ,2,102,6/17/2019,4,3,335
2108145,33464286568,unconfirmed,Antoinette,Brooklyn,TRUE,flexible,Entire home/apt,2013,$258 ,$52 ,3,93,05/04/2019,4,1,301
2108698,51421362351,verified,Julie,Manhattan,TRUE,moderate,Entire home/apt,2009,$409 ,$82 ,4,28,07/06/2019,2,1,146
2109250,16777949923,unconfirmed,Christina,Queens,TRUE,moderate,Private room,2006,$253 ,$51 ,1,116,6/14/2019,2,2,374
2109802,69900932774,unconfirmed,Christina,Queens,FALSE,strict,Entire home/apt,2019,$933 ,$187 ,1,313,07/05/2019,2,2,56
2110354,44590163079,verified,Jon,Brooklyn,FALSE,flexible,Entire home/apt,2014,"$1,189 ",$238 ,3,156,6/30/2019,3,1,136
2110907,21514672212,unconfirmed,Robert,Brooklyn,TRUE,moderate,Entire home/apt,2010,$520 ,$104 ,3,106,05/08/2019,5,1,227
2111459,48338106623,unconfirmed,D,Manhattan,FALSE,strict,Entire home/apt,2004,"$1,082 ",$216 ,5,1,3/25/2015,2,1,43
2112011,64448709474,verified,Caroline,Brooklyn,TRUE,flexible,Entire home/apt,2008,"$1,027 ",$205 ,2,27,01/01/2019,4,1,331
2112564,66935373440,unconfirmed,Elisa,Manhattan,FALSE,moderate,Private room,2020,"$1,044 ",$209 ,2,53,6/19/2019,5,4,96
2113116,34459735446,verified,Luis,Queens,TRUE,flexible,Private room,2020,"$1,069 ",$214 ,2,0,,3,1,-5
2113668,8271271618,unconfirmed,Andrew,Brooklyn,FALSE,strict,Entire home/apt,2021,$531 ,$106 ,2,8,5/28/2019,1,3,422
2114221,10793409526,unconfirmed,Magera,Brooklyn,TRUE,moderate,Entire home/apt,2022,$929 ,$186 ,6,10,07/03/2017,2,1,254
2114773,63946915448,unconfirmed,Jj,Manhattan,FALSE,moderate,Private room,2011,$502 ,$100 ,1,594,6/15/2019,3,3,150
2115325,18131025260,verified,Wil,Manhattan,TRUE,strict,Entire home/apt,2017,$258 ,$52 ,3,9,3/30/2015,3,1,90
2115877,64638414444,unconfirmed,Richelle & Neil,Brooklyn,TRUE,flexible,Entire home/apt,2021,$353 ,$71 ,2,163,07/05/2019,2,1,407
2116430,94594062865,verified,Martin,Manhattan,FALSE,moderate,Entire home/apt,2006,$969 ,$194 ,30,15,07/01/2019,5,1,67
2116982,16706092165,verified,Kristen,Manhattan,FALSE,strict,Entire home/apt,2013,"$1,062 ",$212 ,25,49,10/17/2016,3,1,310
2117534,45399012139,verified,Damon And Kent,Brooklyn,TRUE,strict,Entire home/apt,2017,$287 ,$57 ,2,147,6/22/2019,5,1,189
2118087,64975188793,unconfirmed,Lacey,Brooklyn,FALSE,moderate,Private room,2006,$195 ,$39 ,3,78,5/27/2019,2,1,202
2118639,60075373790,verified,Sheena,Queens,FALSE,moderate,Private room,2018,$899 ,$180 ,1,71,09/04/2018,3,1,4
2119191,38134908983,verified,Somaya,Manhattan,TRUE,strict,Entire home/apt,2010,$673 ,$135 ,180,0,,3,4,342
2119744,57579812234,verified,Jeanine,Manhattan,TRUE,flexible,Entire home/apt,2016,"$1,143 ",$229 ,5,86,6/21/2019,1,3,113
2120296,68652262310,verified,Brian,Manhattan,FALSE,flexible,Entire home/apt,2021,$750 ,$150 ,3,90,3/24/2019,4,1,250
2120848,34119778433,verified,Jeanette & Henry,Queens,FALSE,moderate,Entire home/apt,2020,"$1,111 ",$222 ,3,104,6/19/2019,4,1,418
2121400,71927309710,unconfirmed,Selam,Brooklyn,TRUE,moderate,Shared room,2010,$112 ,$22 ,3,28,04/11/2019,2,1,292
2121953,94462024107,verified,Brandi,Brooklyn,FALSE,strict,Entire home/apt,2022,"$1,148 ",$230 ,3,0,,1,1,16
2122505,68849772223,verified,Christine & Philip,Brooklyn,FALSE,moderate,Entire home/apt,2013,$430 ,$86 ,4,2,8/18/2016,2,1,257
2123057,3714601299,verified,Jj,Manhattan,FALSE,strict,Private room,2006,$208 ,$42 ,1,597,6/23/2019,1,3,419
2123610,5145717894,unconfirmed,Jj,Manhattan,FALSE,strict,Private room,2013,$394 ,$79 ,1,607,6/21/2019,2,3,329
2124162,3943394257,verified,Howard,Brooklyn,TRUE,flexible,Entire home/apt,2009,$99 ,$20 ,4,37,9/30/2018,1,1,130
2124714,37970114632,verified,Painter,Brooklyn,TRUE,moderate,Entire home/apt,2015,"$1,043 ",$209 ,5,152,6/19/2019,2,1,52
2125267,48061840112,verified,Shelley,Brooklyn,TRUE,flexible,Private room,2005,$626 ,$125 ,3,66,06/10/2019,5,3,236
2125819,25886534806,unconfirmed,Joy,Manhattan,FALSE,moderate,Entire home/apt,2019,$285 ,$57 ,7,28,5/22/2019,3,1,360
2126371,45166411337,unconfirmed,Irene,Manhattan,TRUE,flexible,Private room,2007,$749 ,$150 ,2,233,6/23/2019,2,1,166
2126923,1936975431,verified,Joseph,Brooklyn,TRUE,strict,Private room,2020,$228 ,$46 ,2,30,07/02/2019,2,3,279
2127476,77738789078,verified,Amal,Manhattan,TRUE,flexible,Private room,2014,"$1,132 ",$226 ,30,0,,1,2,156
2128028,37671420161,unconfirmed,Toby,Manhattan,TRUE,strict,Entire home/apt,2011,"$1,013 ",$203 ,3,2,08/02/2017,2,1,300
2128580,26048942651,verified,Laurence,Brooklyn,FALSE,flexible,Entire home/apt,2014,"$1,105 ",$221 ,3,26,11/27/2018,3,1,350
2129133,27134376853,verified,Gershwyn,Manhattan,FALSE,strict,Private room,2015,$860 ,$172 ,3,24,02/12/2018,3,2,212
2129685,85709812269,verified,Darina,Manhattan,FALSE,moderate,Entire home/apt,2021,$588 ,$118 ,2,157,6/23/2019,3,1,422
2130237,49830726244,unconfirmed,Maria,Brooklyn,FALSE,flexible,Private room,2020,$775 ,$155 ,3,4,01/03/2019,1,1,382
2130790,14160310753,unconfirmed,Roslyn,Brooklyn,FALSE,moderate,Entire home/apt,2020,$568 ,$114 ,3,136,07/07/2019,2,1,304
2131342,19190399176,unconfirmed,Luis,Manhattan,FALSE,strict,Private room,2004,$873 ,$175 ,3,5,2/19/2017,5,2,328
2131894,88959538199,unconfirmed,Darla,Manhattan,FALSE,strict,Entire home/apt,2021,$561 ,$112 ,1,3,01/01/2019,2,1,160
2132446,3285388782,unconfirmed,Liz,Manhattan,TRUE,strict,Entire home/apt,2004,"$1,039 ",$208 ,3,48,6/23/2019,2,1,293
2132999,27943381372,verified,Rachel,Brooklyn,TRUE,strict,Private room,2019,"$1,051 ",$210 ,1,103,06/10/2019,3,1,25
2133551,98656531024,verified,Mitty,Brooklyn,TRUE,moderate,Private room,2020,$808 ,$162 ,7,73,6/16/2019,5,4,262
2134103,78471966631,verified,Kevin,Brooklyn,FALSE,strict,Private room,2022,$989 ,$198 ,2,163,6/18/2019,1,1,147
2134656,91368145663,unconfirmed,Eduardo,Manhattan,FALSE,strict,Private room,2003,$284 ,$57 ,2,153,6/28/2019,2,1,139
2135208,42723784887,verified,Time Square,Manhattan,TRUE,moderate,Entire home/apt,2021,"$1,076 ",$215 ,2,287,06/10/2019,5,1,347
2135760,68469928895,unconfirmed,Sarah,Brooklyn,FALSE,strict,Entire home/apt,2019,$436 ,$87 ,6,1,01/03/2017,3,1,354
2136313,83041061845,verified,Meryl,Brooklyn,FALSE,moderate,Entire home/apt,2016,$207 ,$41 ,7,28,8/27/2018,1,1,186
2136865,85621250212,verified,Michelle,Manhattan,FALSE,flexible,Private room,2004,$608 ,$122 ,1,120,6/21/2019,4,1,117
2137417,13628657384,unconfirmed,Stelian & Deanna,Brooklyn,TRUE,flexible,Entire home/apt,2004,$727 ,$145 ,3,68,6/24/2019,2,1,276
2137969,41315398272,unconfirmed,Emmanuel,Brooklyn,FALSE,strict,Entire home/apt,2007,$939 ,$188 ,4,22,2/23/2019,5,1,222
2138522,24339998350,verified,George,Manhattan,FALSE,moderate,Entire home/apt,2020,$826 ,$165 ,28,28,5/31/2019,5,1,383
2139074,47756834099,unconfirmed,Cody,Manhattan,TRUE,strict,Entire home/apt,2011,"$1,144 ",$229 ,6,22,01/04/2019,3,2,139
2139626,41987202941,verified,Tzvi,Queens,TRUE,flexible,Entire home/apt,2007,$726 ,$145 ,1,78,07/05/2019,5,1,13
2140179,17410541547,verified,Gloria,Brooklyn,FALSE,strict,Private room,2008,$636 ,$127 ,5,69,6/15/2019,5,3,108
2140731,61457308386,verified,Gloria,Brooklyn,FALSE,moderate,Shared room,2014,$634 ,$127 ,5,91,06/01/2019,3,3,53
2141283,76620257227,unconfirmed,Christian,Manhattan,TRUE,strict,Entire home/apt,2020,$850 ,$170 ,29,12,8/22/2017,3,1,421
2141836,72545769997,unconfirmed,Paul & Elena,Manhattan,FALSE,strict,Entire home/apt,2019,$617 ,$123 ,3,25,01/03/2015,3,1,28
2142388,16285634350,unconfirmed,Karla,Manhattan,TRUE,moderate,Entire home/apt,2003,$135 ,$27 ,30,4,06/10/2016,3,1,192
2142940,45246117015,unconfirmed,Jonathan,Manhattan,FALSE,strict,Entire home/apt,2014,$540 ,$108 ,7,92,6/24/2019,3,1,366
2143492,20886555214,verified,L,Manhattan,FALSE,strict,Entire home/apt,2004,$393 ,$79 ,7,13,06/10/2019,3,1,114
2144045,79713344342,unconfirmed,Harry,Queens,FALSE,flexible,Private room,2006,$297 ,$59 ,1,30,10/16/2016,2,2,286
2144597,60543684090,verified,Erica,Brooklyn,FALSE,strict,Private room,2006,$61 ,$12 ,2,38,2/16/2019,4,6,226
2145149,84237783455,verified,Terri,Queens,FALSE,flexible,Private room,2015,$861 ,$172 ,1,75,01/01/2017,4,2,131
2145702,66348849823,verified,Meg,Manhattan,TRUE,strict,Entire home/apt,2014,$373 ,$75 ,3,20,06/10/2019,3,1,255
2146254,82174169137,verified,Lucas,Brooklyn,FALSE,flexible,Private room,2007,$376 ,$75 ,3,13,6/18/2019,4,1,240
2146806,44859533469,unconfirmed,Cassia,Brooklyn,TRUE,strict,Private room,2019,$338 ,$68 ,5,0,,1,1,134
2147359,14147588693,verified,Min,Manhattan,TRUE,flexible,Private room,2015,$104 ,$21 ,30,116,6/23/2019,2,1,229
2147911,11952167437,unconfirmed,Kate,Brooklyn,FALSE,moderate,Private room,2008,$51 ,$10 ,20,35,01/05/2015,4,1,341
2148463,37139274785,unconfirmed,Sandra,Brooklyn,FALSE,strict,Entire home/apt,2010,$811 ,$162 ,29,55,5/31/2019,1,2,148
2149015,96384578651,unconfirmed,Nick & Jim,Manhattan,FALSE,flexible,Private room,2020,$727 ,$145 ,2,100,6/24/2019,4,1,283
2149568,61486885154,verified,Anthony,Manhattan,FALSE,flexible,Private room,2021,$273 ,$55 ,14,17,6/30/2019,1,1,282
2150120,11301646035,unconfirmed,Michael,Brooklyn,TRUE,moderate,Entire home/apt,2007,$710 ,$142 ,2,20,07/01/2019,3,1,41
2150672,43436427184,unconfirmed,Gregory,Brooklyn,FALSE,flexible,Private room,2005,$51 ,$10 ,1,94,6/16/2019,1,1,174
2151225,27766307895,unconfirmed,Diane And Craig,Manhattan,TRUE,strict,Entire home/apt,2003,$219 ,$44 ,30,81,5/31/2019,4,2,224
2151777,42193783978,unconfirmed,Kayla,Brooklyn,TRUE,strict,Private room,2011,"$1,007 ",$201 ,1,32,5/19/2019,5,3,111
2152329,43214396942,unconfirmed,Ni,Brooklyn,TRUE,flexible,Entire home/apt,2019,$509 ,$102 ,7,15,6/29/2019,5,1,23
2152882,61395182460,unconfirmed,Chandle,Brooklyn,TRUE,strict,Private room,2022,$181 ,$36 ,5,39,4/28/2019,3,2,14
2153434,29493446486,unconfirmed,Michael,Brooklyn,TRUE,strict,Entire home/apt,2013,$833 ,$167 ,2,42,5/20/2019,2,1,245
2153986,12077729260,verified,Rod,Manhattan,FALSE,moderate,Entire home/apt,2006,$651 ,$130 ,3,209,06/11/2019,2,1,200
2154538,16616541885,unconfirmed,Rusty,Brooklyn,TRUE,strict,Entire home/apt,2015,$768 ,$154 ,1,67,6/23/2019,2,1,235
2155091,41197006095,verified,Andrew,Manhattan,TRUE,moderate,Entire home/apt,2022,$747 ,$149 ,4,45,07/01/2019,2,1,94
2155643,78220806593,verified,Lindsay,Manhattan,TRUE,moderate,Entire home/apt,2004,$179 ,$36 ,3,1,01/02/2018,4,1,82
2156195,19334119233,verified,William M.,Brooklyn,FALSE,strict,Entire home/apt,2019,$690 ,$138 ,5,117,5/18/2019,5,2,4
2156748,48674776482,unconfirmed,Kevin,Brooklyn,FALSE,flexible,Entire home/apt,2011,$393 ,$79 ,14,14,1/29/2019,5,1,227
2157300,53069174711,unconfirmed,Seth,Manhattan,FALSE,flexible,Private room,2010,$560 ,$112 ,1,414,6/22/2019,4,2,240
2157852,31543236048,unconfirmed,Georgina,Manhattan,FALSE,moderate,Private room,2004,$540 ,$108 ,20,11,06/03/2019,2,1,282
2158405,78601657218,verified,Brian,Brooklyn,TRUE,strict,Private room,2011,$816 ,$163 ,40,16,06/09/2019,5,1,279
2158957,62314210090,unconfirmed,Tal,Brooklyn,FALSE,moderate,Entire home/apt,2008,$382 ,$76 ,30,30,06/01/2019,4,1,97
2159509,6040280287,verified,Alice,Queens,TRUE,strict,Entire home/apt,2020,$913 ,$183 ,2,74,5/19/2019,3,2,176
2160061,39809839107,unconfirmed,Dom,Manhattan,TRUE,flexible,Entire home/apt,2022,$552 ,$110 ,3,73,07/05/2019,2,1,414
2160614,64760522304,unconfirmed,Alain,Manhattan,TRUE,strict,Entire home/apt,2010,$162 ,$32 ,7,50,05/06/2018,3,1,196
2161166,41027981869,unconfirmed,Nicole,Manhattan,FALSE,strict,Entire home/apt,2004,$137 ,$27 ,2,56,07/01/2019,3,1,215
2161718,98187717918,unconfirmed,Ben,Manhattan,FALSE,flexible,Entire home/apt,2010,$625 ,$125 ,5,7,6/27/2014,3,2,425
2162271,80993400634,verified,Mitty,Brooklyn,TRUE,strict,Private room,2008,$345 ,$69 ,7,13,11/01/2018,3,4,184
2162823,46048962564,verified,Dikla,Brooklyn,FALSE,flexible,Entire home/apt,2018,"$1,043 ",$209 ,2,236,6/21/2019,1,2,309
2163375,69380265346,unconfirmed,Sabrina,Manhattan,FALSE,strict,Entire home/apt,2019,$749 ,$150 ,1,129,6/21/2019,4,1,72
2163928,10167664396,unconfirmed,Natasha,Brooklyn,FALSE,flexible,Private room,2016,$145 ,$29 ,5,114,06/09/2019,5,3,88
2164480,43738115490,verified,Noelva,Bronx,TRUE,flexible,Entire home/apt,2021,$126 ,$25 ,3,67,06/10/2018,5,1,64
2165032,8343885398,verified,Daniel,Brooklyn,FALSE,moderate,Entire home/apt,2004,$102 ,$20 ,7,5,01/03/2016,4,1,90
2165584,44036382501,verified,Michelle,Manhattan,TRUE,strict,Entire home/apt,2009,$338 ,$68 ,59,51,02/01/2019,2,1,9
2166137,78309700803,verified,Derek,Brooklyn,FALSE,strict,Private room,2022,$434 ,$87 ,6,15,01/01/2019,2,2,182
2166689,91290096171,verified,Lauren,Manhattan,FALSE,moderate,Entire home/apt,2004,$863 ,$173 ,10,10,6/26/2018,3,1,243
2167241,6895538867,unconfirmed,Kayla,Brooklyn,FALSE,strict,Private room,2012,$342 ,$68 ,1,21,10/14/2018,4,3,61
2167794,64928401845,verified,Deanna,Brooklyn,FALSE,strict,Private room,2014,$599 ,$120 ,2,324,6/28/2019,2,1,357
2168346,25079719872,unconfirmed,Rosana,Brooklyn,FALSE,strict,Entire home/apt,2009,$141 ,$28 ,28,14,2/28/2019,2,2,413
2168898,10620032942,unconfirmed,Javier,Manhattan,TRUE,strict,Private room,2004,"$1,040 ",$208 ,3,51,11/25/2018,1,1,198
2169451,89070851541,verified,Mark,Brooklyn,TRUE,strict,Private room,2005,$619 ,$124 ,2,35,02/03/2019,3,1,366
2170003,14978404373,verified,Patrick And Erin,Brooklyn,TRUE,strict,Entire home/apt,2022,"$1,005 ",$201 ,2,11,10/15/2018,1,1,171
2170555,63514577476,unconfirmed,Liya,Manhattan,FALSE,flexible,Private room,2014,$201 ,$40 ,2,53,6/23/2019,4,1,82
2171107,42563883424,unconfirmed,Larry,Manhattan,TRUE,strict,Entire home/apt,2013,$763 ,$153 ,3,159,07/03/2019,4,1,129
2171660,57382712391,unconfirmed,M,Brooklyn,TRUE,moderate,Private room,2004,$345 ,$69 ,2,7,12/21/2018,5,4,17
2172212,23106117894,verified,Patricia,Brooklyn,TRUE,flexible,Entire home/apt,2020,$112 ,$22 ,30,48,11/11/2016,1,1,366
2172764,60457016619,unconfirmed,Gonzalo And Nora,Queens,FALSE,flexible,Entire home/apt,2022,"$1,034 ",$207 ,3,158,07/02/2019,2,2,58
2173317,56516625658,unconfirmed,Somaya,Manhattan,TRUE,moderate,Entire home/apt,2007,$369 ,$74 ,185,0,,2,4,389
2173869,65285147577,unconfirmed,Timothy,Manhattan,FALSE,strict,Entire home/apt,2016,$978 ,$196 ,4,65,6/16/2019,5,1,384
2174421,32039999875,unconfirmed,Deacon,Brooklyn,TRUE,moderate,Private room,2011,$72 ,$14 ,1,18,5/13/2019,1,3,289
2174974,55514124952,verified,John,Manhattan,FALSE,strict,Private room,2012,$552 ,$110 ,5,395,6/21/2019,3,2,400
2175526,69942087968,unconfirmed,Gerard,Brooklyn,FALSE,moderate,Entire home/apt,2016,$532 ,$106 ,1,11,12/09/2018,3,1,212
2176078,43506637557,unconfirmed,Simo,Brooklyn,TRUE,strict,Entire home/apt,2007,$386 ,$77 ,4,33,01/07/2018,4,1,134
2176630,72472817508,unconfirmed,Anna,Manhattan,TRUE,flexible,Entire home/apt,2009,$571 ,$114 ,10,35,01/02/2019,3,1,296
2177183,50526415904,unconfirmed,Matthew,Manhattan,FALSE,strict,Entire home/apt,2014,$464 ,$93 ,2,61,6/23/2019,3,1,59
2177735,13912412967,verified,Betsy,Manhattan,FALSE,flexible,Entire home/apt,2012,$637 ,$127 ,3,10,01/01/2019,1,1,337
2178287,43457896869,verified,Yiota,Queens,FALSE,strict,Entire home/apt,2006,$342 ,$68 ,2,260,07/03/2019,2,1,153
2178840,68161478042,unconfirmed,Rosa,Queens,TRUE,moderate,Private room,2012,$887 ,$177 ,2,183,6/15/2019,4,2,409
2179392,17075686502,verified,Lynn,Manhattan,FALSE,flexible,Entire home/apt,2008,$58 ,$12 ,2,54,07/02/2019,1,1,390
2179944,82544770044,verified,Alix,Manhattan,FALSE,moderate,Entire home/apt,2004,$624 ,$125 ,3,37,09/08/2018,2,1,405
2180497,59179150887,unconfirmed,Maria,Manhattan,TRUE,strict,Entire home/apt,2005,$175 ,$35 ,4,1,04/09/2013,5,1,247
2181049,53882844476,unconfirmed,Olivia,Manhattan,TRUE,moderate,Entire home/apt,2022,$606 ,$121 ,1,0,,1,1,262
2181601,19546963524,unconfirmed,Eileen,Brooklyn,TRUE,moderate,Entire home/apt,2005,$167 ,$33 ,9,3,9/25/2018,5,1,357
2182153,50177444351,verified,Brinton,Manhattan,FALSE,strict,Entire home/apt,2014,"$1,065 ",$213 ,30,190,06/04/2019,4,4,360
2182706,33813555529,unconfirmed,Rosana,Brooklyn,TRUE,moderate,Entire home/apt,2019,$308 ,$62 ,30,25,12/22/2018,5,2,368
2183258,28761392083,verified,Lorna,Brooklyn,FALSE,flexible,Entire home/apt,2015,"$1,038 ",$208 ,180,0,,1,1,21
2183810,52753082069,verified,Adrianne,Manhattan,FALSE,moderate,Entire home/apt,2015,$976 ,$195 ,3,,6/21/2019,1,2,287
2184363,86473300387,verified,Rosa,Queens,TRUE,moderate,Private room,2012,"$1,170 ",$234 ,4,70,06/12/2019,1,2,51
2184915,45739634669,verified,Emily,Brooklyn,FALSE,moderate,Entire home/apt,2016,$110 ,$22 ,5,12,8/20/2016,2,1,84
2185467,81003038952,unconfirmed,Rose,Queens,TRUE,moderate,Entire home/apt,2005,$179 ,$36 ,3,96,6/22/2019,4,1,134
2186020,54853410141,verified,Nikolai,Brooklyn,FALSE,moderate,Entire home/apt,2014,$795 ,$159 ,5,6,8/26/2016,2,1,222
2186572,95855288005,unconfirmed,Lauri,Manhattan,TRUE,flexible,Entire home/apt,2014,$230 ,$46 ,5,25,06/01/2019,2,1,28
2187124,5271099210,verified,Dn,Manhattan,TRUE,flexible,Private room,2017,$927 ,$185 ,3,3,9/24/2014,4,2,47
2187676,90105267388,verified,Elisa,Manhattan,TRUE,flexible,Private room,2005,"$1,003 ",$201 ,2,57,6/26/2019,4,4,247
2188229,81636642986,unconfirmed,Sascha,Manhattan,TRUE,moderate,Private room,2005,$324 ,$65 ,3,182,5/29/2019,2,1,198
2188781,52945548702,verified,Brian,Manhattan,FALSE,strict,Entire home/apt,2021,$757 ,$151 ,3,17,06/11/2018,3,1,140
2189333,24234964435,unconfirmed,Shahdiya,Brooklyn,TRUE,strict,Entire home/apt,2016,$781 ,$156 ,365,1,08/01/2013,3,1,254
2189886,61314624966,unconfirmed,Barbara,Manhattan,FALSE,moderate,Entire home/apt,2014,$710 ,$142 ,3,185,6/14/2019,2,1,254
2190438,10218923363,unconfirmed,Izi,Manhattan,TRUE,strict,Entire home/apt,2022,$127 ,$25 ,30,8,06/03/2019,5,8,2
2190990,27339378236,verified,Izi,Manhattan,FALSE,moderate,Entire home/apt,2009,$646 ,$129 ,30,13,6/15/2019,2,8,236
2191543,39416272062,verified,Izi,Manhattan,FALSE,flexible,Entire home/apt,2019,$572 ,$114 ,30,4,3/31/2018,3,8,62
2192095,20038559018,verified,Ricky,Manhattan,FALSE,flexible,Entire home/apt,2017,$874 ,$175 ,3,28,07/03/2019,2,1,172
2192647,35526267170,verified,Charlotta,Brooklyn,TRUE,strict,Entire home/apt,2020,$420 ,$84 ,4,81,5/21/2019,3,2,172
2193199,16086355453,unconfirmed,Karen,Manhattan,FALSE,flexible,Entire home/apt,2004,$922 ,$184 ,30,1,10/05/2014,5,8,389
2193752,60205738379,unconfirmed,Nick,Manhattan,FALSE,flexible,Entire home/apt,2013,$715 ,$143 ,11,14,5/29/2018,4,1,285
